ET_ID,LINKNO,ROADNO,STARTKM,ENDKM,LENGTHKM,STARTDESC,ENDDESC,CLASS,REGION,WIDTH,LANES,SURFTYPE,CONDITION,AADT,PAVEMTYPE,COMMENT,geometry
,220-07,EN220,0.0,32.75,32.75,S. Jos do Encoje,Nova Caipemba,Primary,UIGE,5.5,2,Unpaved,Fair,75,Gravel,2 assumptions made: Based on map information road is gravel and traffic assumed a maximum of 75 cars/day,"LINESTRING (14.638516109845723 -7.667657654070264, 14.635115676281144 -7.640454185553609, 14.624914375587398 -7.6234520177307, 14.602811557417617 -7.608150066690082, 14.582408956030127 -7.589447682084883, 14.555205487513472 -7.560543996785938, 14.541603753255146 -7.5401413953984475, 14.538203319690565 -7.523139227575538, 14.545004186819728 -7.487434675147431, 14.56710700498951 -7.463631640195358, 14.590910039941582 -7.446629472372449)"
,120-07,EN120,0.0,38.82,38.82,SONGO,UIGE,Primary,UIGE,7.9,2,Paved,Good,2416,Paved,,"LINESTRING (14.790592071326595 -7.371441600023161, 14.797166896557494 -7.38459125048496, 14.826986394492392 -7.435459805785668, 14.856805892427289 -7.4758038324034715, 14.886625390362187 -7.507377418452187, 14.916444888297086 -7.516147859021274, 14.946264386231983 -7.542459180728537, 14.974329796053064 -7.5775409430048875, 15.00590338210178 -7.61788496962269)"
,190-01,EN190,0.0,86.88,86.88,MURINGE,MUCONDA,Primary,LUNDA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (21.333313489270452 -10.634693012978843, 21.323968004299896 -10.601983815581892, 21.295931549388225 -10.541238163273272, 21.272567836961834 -10.513201708361601, 21.21649492713849 -10.480492510964652, 21.195467585954738 -10.457128798538259, 21.18378572974154 -10.426755972383948, 21.18378572974154 -10.382364918773803, 21.18378572974154 -10.300591925281427, 21.174440244770985 -10.253864500428643, 21.174440244770985 -10.23050078800225, 21.176776616013623 -10.211809818061136, 21.200140328440014 -10.188446105634743, 21.225840412109047 -10.155736908237794, 21.232849525836965 -10.111345854627649, 21.232849525836965 -10.078636657230698, 21.2468677532928 -10.031909232377913, 21.260885980748636 -10.001536406223602, 21.260885980748636 -9.968827208826653, 21.256213238263356 -9.9477998676429)"
,140-18,EN140,0.0,105.2,105.2,CANGANDALA,MUSSENDE,Primary,CUANZA SUL,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (15.980195770532287 -10.511942044306409, 16.01598985516659 -10.47940180412665, 16.063172971207237 -10.437099492018135, 16.077816009381817 -10.419202359205139, 16.082697036731417 -10.350867844700392, 16.08920507711144 -10.243485036153858, 16.10059411318773 -10.20443674350904, 16.115237154324074 -10.178404549467205, 16.11523716038919 -10.152372353274057, 16.141269235959616 -10.100307964765014, 16.151031268428447 -10.064513696487413, 16.204722429052552 -9.960384919882861, 16.266548616285903 -9.862764193622679, 16.308850742001706 -9.826969930209382, 16.34952586456897 -9.800937740058785, 16.385319973489253 -9.786294634943715, 16.396709009802777 -9.77653256306603, 16.39670901435012 -9.755381403795663)"
,100-02,EN100,0.0,19.22,19.22,MASSABI,CACONGO(LANDANA),Primary,CABINDA,7.0,2,Paved,Good,4680,Paved,,"LINESTRING (12.05952442022079 -5.196948081970426, 12.047791176577759 -5.152361756126913, 12.047791176577759 -5.112468727740612, 12.057177771492183 -5.056149158254069, 12.051888840697423 -5.037637900472407)"
,100-09,EN100,0.0,35.84,35.84,MUSSERRA,BRIDGE FREITAS MORNA,Primary,ZAIRE,7.0,2,Paved,Good,185,Paved,,"LINESTRING (13.24133169376492 -7.751194746911617, 13.222037086619467 -7.733653862982039, 13.158891113602266 -7.686293474847468, 13.108023543702696 -7.652965793519638, 13.072942464352147 -7.644195348008349, 13.044877603589276 -7.644195344082048, 13.015058693656968 -7.647703516201719, 12.981731690498286 -7.642441247404872, 12.97150629518783 -7.636426183929311)"
,120-31,EN120,0.0,67.6,67.6,CHICUNHO,CANGOMBE,Primary,HUILA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find place CHICUNHO),"LINESTRING (16.246519905970434 -14.430842641942952, 16.26157158454488 -14.415676564641505, 16.275317329367397 -14.400403514838706, 16.275317329367397 -14.380548550095066, 16.263098889525157 -14.360693585351427, 16.241716619801238 -14.336256705666948, 16.2218616550576 -14.314874435943029, 16.21117052019564 -14.295019471199389, 16.20047938533368 -14.27974642139659, 16.19437016541256 -14.26294606661351, 16.1836790305506 -14.238509186929031, 16.17451520066892 -14.215599612224832, 16.16993328572808 -14.197271952461474, 16.160769455846403 -14.183526207638954, 16.140914491102762 -14.160616632934754, 16.128696051260523 -14.148398193092515, 16.110368391497165 -14.131597838309435, 16.095095341694364 -14.119379398467197, 16.082876901852124 -14.105633653644677, 16.070658462009884 -14.091887908822159, 16.058440022167648 -14.075087554039078, 16.04622158232541 -14.058287199255998, 16.018730092680368 -14.03232301459124, 16.011093567778968 -14.017049964788441, 16.00040243291701 -13.984976560202563, 16.00040243291701 -13.969703510399762, 16.00040243291701 -13.954430460596964, 16.00433934076865 -13.946556644893688)"
,100-13,EN100,0.0,42.7,42.7,BARRA DO KWANZA,CABO LEDO,Primary,BENGO,7.0,2,Paved,Good,900,Paved,,"LINESTRING (13.213265747410537 -9.657888589742027, 13.220281982470503 -9.638593619391221, 13.22028199233175 -9.619298648656251, 13.209757670886129 -9.587725059569365, 13.171168472749265 -9.524577880387044, 13.139595508230562 -9.459676613456466, 13.122054980062474 -9.415824406339572, 13.113284728694012 -9.371972199789347, 13.08346582250659 -9.328119992007817)"
,100-15,EN100,0.0,50.59,50.59,RIO LONGA,PORTO AMBOIM,Primary,CUANZA SUL,7.0,2,Paved,Good,900,Paved,,"LINESTRING (13.748253424978396 -10.750685608378078, 13.734220931024087 -10.733144724867357, 13.735974999165185 -10.719112018792465, 13.746499379738477 -10.706833401513599, 13.746499384647072 -10.694554783632787, 13.746499393791758 -10.67175163615554, 13.732466908674578 -10.633161693431418, 13.688615385735508 -10.550719542235338, 13.665812605178106 -10.492834628090797, 13.641255759331885 -10.452490596490499, 13.618452972013067 -10.427933359385536, 13.609682680364623 -10.394605681837366, 13.593896143825429 -10.364786180389613)"
,100-28,EN100,0.0,70.58,70.58,S. JOAO DO SUL,TAMBOR,Primary,NAMIBE,6.0,2,Unpaved,Poor,810,Track,,"LINESTRING (12.476813255892166 -16.095340013151603, 12.466478077621606 -16.059166889204644, 12.448391515648126 -15.991988230446006, 12.438056337377567 -15.937728544525568, 12.409634597133529 -15.911890598849169, 12.37346147318657 -15.904139215146248, 12.272693485048613 -15.904139215146248, 12.244271744804575 -15.904139215146248, 12.213266209992895 -15.87830126946985, 12.161590318640098 -15.829209172684692, 12.153838934937177 -15.811122610711212, 12.156422729504818 -15.790452254170093, 12.156422729504818 -15.772365692196614, 12.140919962098979 -15.754279130223134, 12.12024960555786 -15.746527746520215, 12.107485492856963 -15.723714877522127)"
,100-30,,0.0,90.8,90.8,ESPINHEIRA,FOZ DO CUNENE,Primary,NAMIBE,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (12.438056337377567 -16.769710395305616, 12.38896424059241 -16.808467313820216, 12.347623527510171 -16.834305259496613, 12.304437532633893 -16.85452710826317, 12.277861074183892 -16.865310794308293, 12.242144962879319 -16.92640783864688, 12.223601388263456 -16.963494987878608, 12.174509291478296 -17.033257441204885, 12.13316857839606 -17.087517127125324, 12.09441165988146 -17.128857840207562, 12.06598991963742 -17.121106456504645, 12.040151973961022 -17.113355072801724, 12.022065411987542 -17.115938867369362, 11.999425595739954 -17.140070198121325, 11.939383985823065 -17.20120408810148, 11.908378451011387 -17.234793417480798, 11.900627067308466 -17.270966541427757)"
,105-02,EN105,0.0,67.03,67.03,CATENGUE,CHONGOROI,Primary,BENGUELA,9.0,2,Paved,Good,1057,Paved,,"LINESTRING (13.931814731536106 -13.543079659684178, 13.9241997122308 -13.51370744236371, 13.891563915208057 -13.471280906234147, 13.870894577093654 -13.440820829012921, 13.863279557788347 -13.416887911196243, 13.862191697887589 -13.394042853280324, 13.862191697887589 -13.365758495860614, 13.860015978086073 -13.351616317150759, 13.802359403345895 -13.28852044290679, 13.772987186025427 -13.2493574864795, 13.761020727117089 -13.21998526915903, 13.756669287514056 -13.194964491441596, 13.75449356771254 -13.164504414220369, 13.75993286721633 -13.140571496403691, 13.752317847911023 -13.113374998884739, 13.730560649895862 -13.074212042457448, 13.721984310586443 -13.029554719819005)"
,105-04,EN105,0.0,48.58,48.58,QUILENGUES,CACULA,Primary,HUILA,9.0,2,Paved,Good,1057,Paved,,"LINESTRING (14.108048035458912 -14.480814894137644, 14.03624928200888 -14.426421899099742, 14.035161422108121 -14.395961821878515, 14.035161422108121 -14.355711005550466, 14.027546402802816 -14.33069022783303, 14.027546402802816 -14.316548049123174, 14.03624928200888 -14.292615131306498, 14.034073562207364 -14.158808363513254, 14.043864301314187 -14.141402605101124, 14.044952161214944 -14.10332750857459)"
,105-07,EN105,0.0,38.84,38.84,LUBANGO,CHIBIA,Primary,HUILA,9.0,2,Paved,Good,1057,Paved,,"LINESTRING (13.71464670075012 -15.158821376698235, 13.680427468723048 -15.113195733995473, 13.657614647371666 -15.085820348373815, 13.65533336523653 -15.049319834211607, 13.621114133209458 -14.999131627238569, 13.58233233691211 -14.932974445319564, 13.566363361966143 -14.907880341833046, 13.527688402874825 -14.899969121172552)"
,105-08,EN105,0.0,86.92,86.92,CHIBIA,TCHIBEMBA,Primary,HUILA,9.0,2,Paved,Good,1057,Paved,,"LINESTRING (14.091058253047903 -15.731423192617893, 14.079651842372213 -15.69948524272596, 14.079651842372213 -15.660703446428611, 14.07052671383166 -15.596827546644745, 14.05912030315597 -15.50785754337436, 14.07052671383166 -15.475919593482427, 14.07052671383166 -15.43713779718508, 14.031744917534313 -15.398356000887732, 13.992963121236965 -15.366418050995799, 13.938212349993652 -15.327636254698453, 13.833273371777299 -15.27060420132, 13.778522600533986 -15.218134712211825, 13.71464670075012 -15.158821376698235)"
,105-09,EN105,0.0,64.77,64.77,TCHIBEMBA,CAHAMA,Primary,HUILA,9.0,2,Paved,Good,1057,Paved,,"LINESTRING (14.32377226647713 -16.233305368162245, 14.303240963736929 -16.215055114288763, 14.294115936029977 -16.18767972563578, 14.27586588369692 -16.139772796287772, 14.234803284984348 -16.082740744555586, 14.209709469446551 -16.009739708194157, 14.175490647055335 -15.95727021923181, 14.161803111155722 -15.900238157248847, 14.111615514400837 -15.799861737695812, 14.09108422257457 -15.731423264627342)"
,110-20,EN110,0.0,50.71,50.71,CHICUMA,CACONDA,Primary,BENGUELA,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (15.06061914278628 -13.6600186106768, 15.041872802115321 -13.646668910195615, 15.025860995432643 -13.641331596439063, 15.006291009628733 -13.643110700702355, 14.992058293277902 -13.646668909574444, 14.981383756898968 -13.646668909473753, 14.965371955402865 -13.630656968697371, 14.958255602292367 -13.60397040089755, 14.95825560331409 -13.596853982835349, 14.952918336786427 -13.589737564722341, 14.938685624622511 -13.584400251046706, 14.928011090440167 -13.584400250963945, 14.911999290519137 -13.58084204182252, 14.897766580641632 -13.575504728188038, 14.883533873637099 -13.555934578387996, 14.874638432998672 -13.53814353312846, 14.86040572735526 -13.5185733833193, 14.855068463453259 -13.507898756158768, 14.855068466933565 -13.484770397364388, 14.856847558945908 -13.461642038596121, 14.85684756196506 -13.442071888870759, 14.851510300149613 -13.418943530064565, 14.847952125224133 -13.406489798393178, 14.831940329868964 -13.40648979824882, 14.821265800211865 -13.406489798168048, 14.810591271020837 -13.406489798099813, 14.799916743418924 -13.399373379944947)"
,120-25,EN120,0.0,46.36,46.36,CAALA,CUIMA,Primary,HUAMBO,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (15.621798565725555 -13.21060643329031, 15.633204976401245 -13.146730533506444, 15.630923694266107 -13.107948737209098, 15.612673437185002 -12.980196937641365, 15.59214189796876 -12.920883602127775, 15.571610358752517 -12.886664370100704, 15.571610358752517 -12.859288984479045, 15.546516255265999 -12.82963231672225)"
,110-01,EN110,0.0,22.1,22.1,QUIFANGONDO,FUNDA,Primary,LUANDA,7.9,2,Paved,Good,900,Paved,,"LINESTRING (13.49387942799108 -8.877320235343666, 13.47984672308054 -8.858025266091673, 13.462305841942365 -8.85276300175022, 13.441256784576556 -8.847500737408767, 13.421961815324563 -8.833468032498228, 13.411437286641657 -8.821189415701506, 13.390388229275846 -8.80364853456333, 13.374601436251488 -8.791369917766607, 13.365830995682401 -8.779091300969885, 13.344781938316592 -8.770320860400798)"
,110-06,EN110,0.0,40.82,40.82,CHIO,MUNDONDO,Primary,BENGO,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.085608506378453 -10.183490587263812, 14.079141641673887 -10.170556857854681, 14.053274182855626 -10.141455966684136, 14.046807318151059 -10.12367208874658, 14.043573885798777 -10.105888210809026, 14.014472994628232 -10.06547030640549, 13.99992254904296 -10.033135982882664, 13.996689116690677 -10.004035091712119, 13.996689116690677 -9.958767038780161, 13.999922549042962 -9.9134989858482, 13.999922549042962 -9.887631527029939, 13.991838968162256 -9.860147352035536)"
,110-05,EN110,0.0,50.38,50.38,MUXIMA,CHIO,Primary,BENGO,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (13.991838968162256 -9.860147352035536, 13.964354793167852 -9.85368048733097, 13.935253901997308 -9.850447054978687, 13.91423659170747 -9.843980190274122, 13.898069429946055 -9.835896609393416, 13.888369132889208 -9.822962879984283, 13.888369132889208 -9.80679571822287, 13.90291957847448 -9.78254497558075, 13.919086740235894 -9.766377813819336, 13.928787037292743 -9.74697721970564, 13.935253901997308 -9.71140946383053, 13.959504644639429 -9.67745842413156, 13.969204941696276 -9.651590965313298, 13.969204941696276 -9.622490074142753, 13.95142106375872 -9.585305602091502, 13.917470024059753 -9.543270981511826)"
,110-08,EN110,0.0,24.35,24.35,QUILENDA,GABELA,Primary,CUANZA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.314602409130519 -10.864314398551397, 14.32181960777612 -10.829962177722265, 14.32181960777612 -10.766497540824666, 14.315182203390528 -10.734790803328021, 14.303865190157538 -10.687906034219921, 14.297398325452972 -10.658805143049376)"
,110-11,EN110,0.0,45.18,45.18,UKU SELES,CATANDA,Primary,CUANZA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.442110389355712 -11.727753648471113, 14.427244438487385 -11.717843014558895, 14.394505437316301 -11.70511118077014, 14.370860603137185 -11.68510401338781, 14.354491102551643 -11.65418384561512, 14.35267226915325 -11.626901344639217, 14.339940435364495 -11.606894177256887, 14.323570934778953 -11.586887009874559, 14.30174493399823 -11.534140841321145, 14.281737766615901 -11.486851172962911, 14.259911765835177 -11.437742671206285, 14.254455265639997 -11.406822503433595)"
,110-12,EN110,0.0,19.9,19.9,CATANDA,ATOME,Primary,CUANZA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.530917942195819 -11.866987353227167, 14.499997774423129 -11.819697684868935, 14.49090360743116 -11.79241518389303, 14.48544710723598 -11.76149501612034, 14.470896440048831 -11.746944348933193, 14.442110389355712 -11.727753648471113)"
,110-13,EN110,0.0,24.68,24.68,ATOME,CHILA,Primary,BENGUELA,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.461824159815547 -12.063420786780426, 14.480012313500607 -12.017949948791538, 14.516388615263706 -11.96520377792859, 14.52184507037527 -11.923370606640495, 14.530939154970442 -11.881537435684459, 14.530939159029348 -11.866986767324542)"
,110-18,EN110,0.0,43.35,43.35,GANDA,CASSENDE,Primary,BENGUELA,6.0,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (14.718059675730403 -13.322872325653222, 14.700268632359641 -13.30508128228246, 14.691373110674261 -13.287290238911698, 14.680698484651803 -13.262382778192631, 14.66824475429227 -13.241033526147717, 14.657570128269812 -13.219684274102802, 14.645116397910279 -13.20189323073204, 14.627325354539517 -13.17876487435005, 14.61665072851706 -13.160973830979287, 14.618429832854137 -13.152078309293907, 14.620208937191212 -13.134287265923145, 14.641558189236127 -13.118275326889458, 14.650453710921507 -13.107600700867001, 14.657570128269812 -13.091588761833316, 14.652232815258584 -13.073797718462554, 14.637999980561975 -13.059564883765944, 14.632662667550745 -13.03821563172103, 14.627325354539517 -13.027541005698573, 14.628003640560735 -13.002692376968437)"
